Pmid	Fbid	Synonym	Paragraph
24945799	FBgn0086680	VVL	Although Vvl and Kni specifically control genes in the steroidogenic pathway, other targets of these factors could also be important for ecdysone synthesis in the PG. During development the continuous growth of the PG cells and endoreplication of DNA is important to scale its hormone production to the capacity required for developmental progression. We found that both vvl-RNAi and kni-RNAi larvae have mildly reduced PG nuclei and cell size, which is likely to contribute to the reduced ecdysone levels in these animals. Kni has been shown to suppress endoreplication activity in the gut by regulating cell cycle genes [48]. This is in contrast to our observation indicating that loss of kni results in a reduction in the nuclei size, and hence, reduced polyploidy of the PG cells. Instead our results indicate that loss of vvl and kni reduces activity of PTTH/Torso and TOR/S6K signaling, two major pathways that promote growth and stimulate ecdysone biosynthesis [30], [31], [33], [57]. However, loss of vvl and kni had no effect on torso expression in the mid-first instar. This indicates that these factors are not required for the initial setting of torso expression, but for the maintenance of high torso expression during development. In tracheal cells, Vvl is required to maintain expression of the RTK breathless, but not for activating its initial expression [42], [58]. It is unclear how the transcription of the biosynthetic enzymes fluctuates during the low level ecdysone peaks in L1 and L2, before the induction of the steroidogenic pathway by PTTH stimulation [17]. Unlike PTTH/Torso, Vvl and Kni are required in the PG during L1 and L2 for the transition to the L3 stage, which suggests that Vvl and Kni are important for the proper transcription of the biosynthetic enzymes throughout larval development. Altogether, these data suggest that in addition to being required to initiate and maintain expression of the biosynthetic enzymes, Vvl and Kni play an indirect role important for ecdysone production by enabling PG cells to be competent to respond to PTTH and by regulating the TOR/S6K pathway. In contrast, Vvl and Kni are not required for normal expression of EcR in the gland, indicating that feedback regulation of ecdysone biosynthesis is not influenced by knock down of these factors [20]. In contrast to the transcription factor Br-Z4 involved in positive feedback regulation, which is strongly induced in the PG during late L3 to up-regulate expression of the biosynthetic pathway components, PG expression of vvl shows little relation with the high-level ecdysone peak that triggers pupariation. Taken together these data suggest that Vvl is required for maintaining PG specific expression (i.e. spatial control), while temporal regulation during development is controlled by other factors such as Br-Z4. Furthermore, our results confirm that Mld is required for PG expression of spok
24945799	FBgn0001320	KNI	Although Vvl and Kni specifically control genes in the steroidogenic pathway, other targets of these factors could also be important for ecdysone synthesis in the PG. During development the continuous growth of the PG cells and endoreplication of DNA is important to scale its hormone production to the capacity required for developmental progression. We found that both vvl-RNAi and kni-RNAi larvae have mildly reduced PG nuclei and cell size, which is likely to contribute to the reduced ecdysone levels in these animals. Kni has been shown to suppress endoreplication activity in the gut by regulating cell cycle genes [48]. This is in contrast to our observation indicating that loss of kni results in a reduction in the nuclei size, and hence, reduced polyploidy of the PG cells. Instead our results indicate that loss of vvl and kni reduces activity of PTTH/Torso and TOR/S6K signaling, two major pathways that promote growth and stimulate ecdysone biosynthesis [30], [31], [33], [57]. However, loss of vvl and kni had no effect on torso expression in the mid-first instar. This indicates that these factors are not required for the initial setting of torso expression, but for the maintenance of high torso expression during development. In tracheal cells, Vvl is required to maintain expression of the RTK breathless, but not for activating its initial expression [42], [58]. It is unclear how the transcription of the biosynthetic enzymes fluctuates during the low level ecdysone peaks in L1 and L2, before the induction of the steroidogenic pathway by PTTH stimulation [17]. Unlike PTTH/Torso, Vvl and Kni are required in the PG during L1 and L2 for the transition to the L3 stage, which suggests that Vvl and Kni are important for the proper transcription of the biosynthetic enzymes throughout larval development. Altogether, these data suggest that in addition to being required to initiate and maintain expression of the biosynthetic enzymes, Vvl and Kni play an indirect role important for ecdysone production by enabling PG cells to be competent to respond to PTTH and by regulating the TOR/S6K pathway. In contrast, Vvl and Kni are not required for normal expression of EcR in the gland, indicating that feedback regulation of ecdysone biosynthesis is not influenced by knock down of these factors [20]. In contrast to the transcription factor Br-Z4 involved in positive feedback regulation, which is strongly induced in the PG during late L3 to up-regulate expression of the biosynthetic pathway components, PG expression of vvl shows little relation with the high-level ecdysone peak that triggers pupariation. Taken together these data suggest that Vvl is required for maintaining PG specific expression (i.e. spatial control), while temporal regulation during development is controlled by other factors such as Br-Z4. Furthermore, our results confirm that Mld is required for PG expression of spok
24945799	FBgn0086917	SPOK	[9], but we also found that it controls Nvd, an enzyme that acts upstream of Spok in the biosynthetic pathway [4]. Thus, our data suggest that Mld is a specific regulator of the two early enzymes Nvd and Spok, while its function is not important for biosynthetic reactions that are downstream of Spok and the black box reaction(s) and the responsiveness of the PG to PTTH.
24945799	FBgn0013323	PTTH	[9], but we also found that it controls Nvd, an enzyme that acts upstream of Spok in the biosynthetic pathway [4]. Thus, our data suggest that Mld is a specific regulator of the two early enzymes Nvd and Spok, while its function is not important for biosynthetic reactions that are downstream of Spok and the black box reaction(s) and the responsiveness of the PG to PTTH.
24945799	FBgn0263490	MLD	[9], but we also found that it controls Nvd, an enzyme that acts upstream of Spok in the biosynthetic pathway [4]. Thus, our data suggest that Mld is a specific regulator of the two early enzymes Nvd and Spok, while its function is not important for biosynthetic reactions that are downstream of Spok and the black box reaction(s) and the responsiveness of the PG to PTTH.
24945799	FBgn0086680	VVL	Our data show that Vvl and Kni are required in the PG during post-embryonic development to maintain PG specific expression of the ecdysone biosynthetic genes. During embryogenesis, vvl expression appears in the PG primordium by stage 13, after the embryonic ecdysone pulse (stage 8–12 [12]) that is required for morphogenesis and differentiation of the embryo. During early embryonic development where the PG primordium is not yet formed, the spatial expression patterns of kni and vvl (Fig. 1B) are different from the biosynthetic genes essential for the embryonic ecdysone pulse [8], [9], [11], [12], [59]. This suggests that Vvl and Kni regulate the biosynthetic genes in the PG, but not during early embryonic development. Consistent with this notion, vvl and kni mutants differentiate the embryonic cuticle [42], [60], unlike the ecdysone deficient mutants that are unable to produce the embryonic ecdysone peak [11], [59]. In adult females, the ovaries are believed to be the source of ecdysone consistent with expression of the ecdysone biosynthetic genes in the nurse and/or follicle cells [11]–[13]. In adult females, we find that vvl is expressed in both nurse and follicle cells, suggesting that Vvl may be involved in regulating expression of the ecdysone biosynthetic genes in the adult stage.
24945799	FBgn0001320	KNI	Our data show that Vvl and Kni are required in the PG during post-embryonic development to maintain PG specific expression of the ecdysone biosynthetic genes. During embryogenesis, vvl expression appears in the PG primordium by stage 13, after the embryonic ecdysone pulse (stage 8–12 [12]) that is required for morphogenesis and differentiation of the embryo. During early embryonic development where the PG primordium is not yet formed, the spatial expression patterns of kni and vvl (Fig. 1B) are different from the biosynthetic genes essential for the embryonic ecdysone pulse [8], [9], [11], [12], [59]. This suggests that Vvl and Kni regulate the biosynthetic genes in the PG, but not during early embryonic development. Consistent with this notion, vvl and kni mutants differentiate the embryonic cuticle [42], [60], unlike the ecdysone deficient mutants that are unable to produce the embryonic ecdysone peak [11], [59]. In adult females, the ovaries are believed to be the source of ecdysone consistent with expression of the ecdysone biosynthetic genes in the nurse and/or follicle cells [11]–[13]. In adult females, we find that vvl is expressed in both nurse and follicle cells, suggesting that Vvl may be involved in regulating expression of the ecdysone biosynthetic genes in the adult stage.
24945799	FBgn0086680	VVL	Interestingly, we observed that loss of vvl, kni or mld results in dramatic increase of npc1a expression in the PG. Npc1a is highly expressed in the PG where it is required for uptake and intracellular trafficking of cholesterol for steroidogeneis [26]. Larvae with loss of npc1a exhibit a punctuate pattern of sterol accumulation in the PG cells, indicating defects in cholesterol transport within the cells. Normally cholesterol is taken up as low density lipoproteins (LDLs) and trafficked within endosomes to the lysosomes where hydrolysis releases free cholesterol that is delivered to the plasma membrane and endoplasmic reticulum (ER) [61] where the first step in the conversion of cholesterol to ecdysone likely takes place. Why is npc1a up-regulated in the PG when ecdysone synthesis and pathway activity is impaired? It seems unlikely that Vvl, Kni and Mld are all involved in repression of npc1a. The block of flux through the biosynthetic pathway in the PG of vvl-RNAi, kni-RNAi and mld-RNAi animals may change intracellular cholesterol pools in the gland and affect feedback regulation to maintain cholesterol homeostasis. Our results indicate that npc1a is regulated by cholesterol suggesting that the up-regulation of npc1a may be part of a feedback regulatory response to changes in cellular cholesterol levels. This may indicate a compensatory mechanism to redistribute cholesterol by increasing storage of cholesterol esters and/or efflux to reduce free cholesterol levels when ecdysone biosynthesis is blocked. Moreover, npc1a is regulated by Br [27], a factor induced by EcR in the PG [20], implying that ncp1a may also be regulated by ecdysone feedback. Our study shows that cholesterol availability is an important parameter for ecdysone biosynthesis. Interactions between cholesterol and ecdysone feedback mechanisms may therefore be important for coordinating the supply cholesterol with the rate of steroidogenesis.
24945799	FBgn0001320	KNI	Interestingly, we observed that loss of vvl, kni or mld results in dramatic increase of npc1a expression in the PG. Npc1a is highly expressed in the PG where it is required for uptake and intracellular trafficking of cholesterol for steroidogeneis [26]. Larvae with loss of npc1a exhibit a punctuate pattern of sterol accumulation in the PG cells, indicating defects in cholesterol transport within the cells. Normally cholesterol is taken up as low density lipoproteins (LDLs) and trafficked within endosomes to the lysosomes where hydrolysis releases free cholesterol that is delivered to the plasma membrane and endoplasmic reticulum (ER) [61] where the first step in the conversion of cholesterol to ecdysone likely takes place. Why is npc1a up-regulated in the PG when ecdysone synthesis and pathway activity is impaired? It seems unlikely that Vvl, Kni and Mld are all involved in repression of npc1a. The block of flux through the biosynthetic pathway in the PG of vvl-RNAi, kni-RNAi and mld-RNAi animals may change intracellular cholesterol pools in the gland and affect feedback regulation to maintain cholesterol homeostasis. Our results indicate that npc1a is regulated by cholesterol suggesting that the up-regulation of npc1a may be part of a feedback regulatory response to changes in cellular cholesterol levels. This may indicate a compensatory mechanism to redistribute cholesterol by increasing storage of cholesterol esters and/or efflux to reduce free cholesterol levels when ecdysone biosynthesis is blocked. Moreover, npc1a is regulated by Br [27], a factor induced by EcR in the PG [20], implying that ncp1a may also be regulated by ecdysone feedback. Our study shows that cholesterol availability is an important parameter for ecdysone biosynthesis. Interactions between cholesterol and ecdysone feedback mechanisms may therefore be important for coordinating the supply cholesterol with the rate of steroidogenesis.
24945799	FBgn0086680	VVL	A key aspect of steroidogenesis is regulating the tissue-specific expression of the biosynthetic enzymes. We have shown here that the transcription factors, Vvl and Kni, are required for the coordinated expression of ecdysone biosynthetic genes in the PG. The transcriptional activation by Vvl and Kni is likely mediated by direct binding to cis-regulatory elements responsible for PG specific expression. This identifies an important new role for Vvl and Kni during post-embryonic development in the gene regulatory network of the steroid hormone producing cells in Drosophila.
24945799	FBgn0001320	KNI	A key aspect of steroidogenesis is regulating the tissue-specific expression of the biosynthetic enzymes. We have shown here that the transcription factors, Vvl and Kni, are required for the coordinated expression of ecdysone biosynthetic genes in the PG. The transcriptional activation by Vvl and Kni is likely mediated by direct binding to cis-regulatory elements responsible for PG specific expression. This identifies an important new role for Vvl and Kni during post-embryonic development in the gene regulatory network of the steroid hormone producing cells in Drosophila.
28414802	FBgn0004878	CASTOR	The nervous system contains a myriad of different neuronal sub-types, and understanding cell fate specification remains a major challenge. Studies in a number of systems have revealed that neuronal subtype specification relies upon complex cascades of regulatory information, involving spatial and temporal selector genes [1], onwards to terminal selector genes [2, 3], often acting in combinatorial codes [4–6]. With respect to spatial information, the Hox homeotic selector genes, expressed in distinct but partly overlapping domains along the antero-posterior axis of the central nervous system, have been extensively studied for their role in cell fate specification [reviewed in [7, 8]]. With regard to temporal information, seminal studies in the Drosophila embryonic central nervous system (CNS) has identified a temporal cascade, where the sequential expression of the transcription factors Hunchback (Hb), Kruppel (Kr), Pdm2 and Nubbin (collectively referred to as Pdm), Castor (Cas) and Grainy head (Grh) play out in most, if not all neuroblasts (NBs) [reviewed in [9]]. The temporal factors dictate the identity of neurons and glia being specified at different stages of NB lineage progression. Although not conserved in its entirety, research in mammals has pointed to similar temporal progressions, and begun identifying some of the factors involved [reviewed in [10]]. In addition, studies have revealed that the Hox spatial information can converge with temporal cues to thereby specify neuronal subtypes [11]. While these functional genetic studies have provided insight into the genetic mechanisms underlying neuronal subtype specification, it is largely unclear how the broader spatio-temporal cues are molecularly integrated to cause discrete terminal selector gene expression, and how terminal selectors feed forward to final cell identity.
28414802	FBgn0001180	HUNCHBACK	The nervous system contains a myriad of different neuronal sub-types, and understanding cell fate specification remains a major challenge. Studies in a number of systems have revealed that neuronal subtype specification relies upon complex cascades of regulatory information, involving spatial and temporal selector genes [1], onwards to terminal selector genes [2, 3], often acting in combinatorial codes [4–6]. With respect to spatial information, the Hox homeotic selector genes, expressed in distinct but partly overlapping domains along the antero-posterior axis of the central nervous system, have been extensively studied for their role in cell fate specification [reviewed in [7, 8]]. With regard to temporal information, seminal studies in the Drosophila embryonic central nervous system (CNS) has identified a temporal cascade, where the sequential expression of the transcription factors Hunchback (Hb), Kruppel (Kr), Pdm2 and Nubbin (collectively referred to as Pdm), Castor (Cas) and Grainy head (Grh) play out in most, if not all neuroblasts (NBs) [reviewed in [9]]. The temporal factors dictate the identity of neurons and glia being specified at different stages of NB lineage progression. Although not conserved in its entirety, research in mammals has pointed to similar temporal progressions, and begun identifying some of the factors involved [reviewed in [10]]. In addition, studies have revealed that the Hox spatial information can converge with temporal cues to thereby specify neuronal subtypes [11]. While these functional genetic studies have provided insight into the genetic mechanisms underlying neuronal subtype specification, it is largely unclear how the broader spatio-temporal cues are molecularly integrated to cause discrete terminal selector gene expression, and how terminal selectors feed forward to final cell identity.
28414802	FBgn0085424	NUBBIN	The nervous system contains a myriad of different neuronal sub-types, and understanding cell fate specification remains a major challenge. Studies in a number of systems have revealed that neuronal subtype specification relies upon complex cascades of regulatory information, involving spatial and temporal selector genes [1], onwards to terminal selector genes [2, 3], often acting in combinatorial codes [4–6]. With respect to spatial information, the Hox homeotic selector genes, expressed in distinct but partly overlapping domains along the antero-posterior axis of the central nervous system, have been extensively studied for their role in cell fate specification [reviewed in [7, 8]]. With regard to temporal information, seminal studies in the Drosophila embryonic central nervous system (CNS) has identified a temporal cascade, where the sequential expression of the transcription factors Hunchback (Hb), Kruppel (Kr), Pdm2 and Nubbin (collectively referred to as Pdm), Castor (Cas) and Grainy head (Grh) play out in most, if not all neuroblasts (NBs) [reviewed in [9]]. The temporal factors dictate the identity of neurons and glia being specified at different stages of NB lineage progression. Although not conserved in its entirety, research in mammals has pointed to similar temporal progressions, and begun identifying some of the factors involved [reviewed in [10]]. In addition, studies have revealed that the Hox spatial information can converge with temporal cues to thereby specify neuronal subtypes [11]. While these functional genetic studies have provided insight into the genetic mechanisms underlying neuronal subtype specification, it is largely unclear how the broader spatio-temporal cues are molecularly integrated to cause discrete terminal selector gene expression, and how terminal selectors feed forward to final cell identity.
28414802	FBgn0259211	GRH|GRAINY HEAD	The nervous system contains a myriad of different neuronal sub-types, and understanding cell fate specification remains a major challenge. Studies in a number of systems have revealed that neuronal subtype specification relies upon complex cascades of regulatory information, involving spatial and temporal selector genes [1], onwards to terminal selector genes [2, 3], often acting in combinatorial codes [4–6]. With respect to spatial information, the Hox homeotic selector genes, expressed in distinct but partly overlapping domains along the antero-posterior axis of the central nervous system, have been extensively studied for their role in cell fate specification [reviewed in [7, 8]]. With regard to temporal information, seminal studies in the Drosophila embryonic central nervous system (CNS) has identified a temporal cascade, where the sequential expression of the transcription factors Hunchback (Hb), Kruppel (Kr), Pdm2 and Nubbin (collectively referred to as Pdm), Castor (Cas) and Grainy head (Grh) play out in most, if not all neuroblasts (NBs) [reviewed in [9]]. The temporal factors dictate the identity of neurons and glia being specified at different stages of NB lineage progression. Although not conserved in its entirety, research in mammals has pointed to similar temporal progressions, and begun identifying some of the factors involved [reviewed in [10]]. In addition, studies have revealed that the Hox spatial information can converge with temporal cues to thereby specify neuronal subtypes [11]. While these functional genetic studies have provided insight into the genetic mechanisms underlying neuronal subtype specification, it is largely unclear how the broader spatio-temporal cues are molecularly integrated to cause discrete terminal selector gene expression, and how terminal selectors feed forward to final cell identity.
28414802	FBgn0004394	PDM2	The nervous system contains a myriad of different neuronal sub-types, and understanding cell fate specification remains a major challenge. Studies in a number of systems have revealed that neuronal subtype specification relies upon complex cascades of regulatory information, involving spatial and temporal selector genes [1], onwards to terminal selector genes [2, 3], often acting in combinatorial codes [4–6]. With respect to spatial information, the Hox homeotic selector genes, expressed in distinct but partly overlapping domains along the antero-posterior axis of the central nervous system, have been extensively studied for their role in cell fate specification [reviewed in [7, 8]]. With regard to temporal information, seminal studies in the Drosophila embryonic central nervous system (CNS) has identified a temporal cascade, where the sequential expression of the transcription factors Hunchback (Hb), Kruppel (Kr), Pdm2 and Nubbin (collectively referred to as Pdm), Castor (Cas) and Grainy head (Grh) play out in most, if not all neuroblasts (NBs) [reviewed in [9]]. The temporal factors dictate the identity of neurons and glia being specified at different stages of NB lineage progression. Although not conserved in its entirety, research in mammals has pointed to similar temporal progressions, and begun identifying some of the factors involved [reviewed in [10]]. In addition, studies have revealed that the Hox spatial information can converge with temporal cues to thereby specify neuronal subtypes [11]. While these functional genetic studies have provided insight into the genetic mechanisms underlying neuronal subtype specification, it is largely unclear how the broader spatio-temporal cues are molecularly integrated to cause discrete terminal selector gene expression, and how terminal selectors feed forward to final cell identity.
28414802	FBgn0001325	KR|KRUPPEL	The nervous system contains a myriad of different neuronal sub-types, and understanding cell fate specification remains a major challenge. Studies in a number of systems have revealed that neuronal subtype specification relies upon complex cascades of regulatory information, involving spatial and temporal selector genes [1], onwards to terminal selector genes [2, 3], often acting in combinatorial codes [4–6]. With respect to spatial information, the Hox homeotic selector genes, expressed in distinct but partly overlapping domains along the antero-posterior axis of the central nervous system, have been extensively studied for their role in cell fate specification [reviewed in [7, 8]]. With regard to temporal information, seminal studies in the Drosophila embryonic central nervous system (CNS) has identified a temporal cascade, where the sequential expression of the transcription factors Hunchback (Hb), Kruppel (Kr), Pdm2 and Nubbin (collectively referred to as Pdm), Castor (Cas) and Grainy head (Grh) play out in most, if not all neuroblasts (NBs) [reviewed in [9]]. The temporal factors dictate the identity of neurons and glia being specified at different stages of NB lineage progression. Although not conserved in its entirety, research in mammals has pointed to similar temporal progressions, and begun identifying some of the factors involved [reviewed in [10]]. In addition, studies have revealed that the Hox spatial information can converge with temporal cues to thereby specify neuronal subtypes [11]. While these functional genetic studies have provided insight into the genetic mechanisms underlying neuronal subtype specification, it is largely unclear how the broader spatio-temporal cues are molecularly integrated to cause discrete terminal selector gene expression, and how terminal selectors feed forward to final cell identity.
28414802	FBgn0001235	HTH	Focusing on the col Tv enhancer first, we introduced the col-Tv-CRM-lacZ transgene into the Antp, cas, hth and lbe mutant backgrounds. This resulted in significant reduction of expression in all four cases, when compared to the enhancer transgene in a wild type background (control) stained on the same slide, with the strongest effect in cas mutants, which displayed a near-complete loss of expression (Fig 3A–3F). Next, we mutated conserved DNA-binding sequences for Antp, Cas, Hth and Exd within the col-Tv-CRM-lacZ, and integrated these into the same genomic location as the wild type transgenic construct (Fig 3M; Materials and Methods; S3 Data and S4 Data). We assayed β-gal expression in NB5-6T at St14, and found that all of the four mutated enhancer transgenes displayed reduced expression, when compared to the enhancer transgene in a wild type background (control) stained on the same slide (Fig 3G–3M).
28414802	FBgn0000611	EXD	Focusing on the col Tv enhancer first, we introduced the col-Tv-CRM-lacZ transgene into the Antp, cas, hth and lbe mutant backgrounds. This resulted in significant reduction of expression in all four cases, when compared to the enhancer transgene in a wild type background (control) stained on the same slide, with the strongest effect in cas mutants, which displayed a near-complete loss of expression (Fig 3A–3F). Next, we mutated conserved DNA-binding sequences for Antp, Cas, Hth and Exd within the col-Tv-CRM-lacZ, and integrated these into the same genomic location as the wild type transgenic construct (Fig 3M; Materials and Methods; S3 Data and S4 Data). We assayed β-gal expression in NB5-6T at St14, and found that all of the four mutated enhancer transgenes displayed reduced expression, when compared to the enhancer transgene in a wild type background (control) stained on the same slide (Fig 3G–3M).
28414802	FBgn0001138	GRN	Next we turned to the col-dAp-CRM-GFP enhancer and introduced it into the Kr, pdm and grn mutant backgrounds. We observed significant reduction in GFP expression in all three mutants, when compared to the enhancer transgene in a wild type background (control) stained on the same slide (Fig 4A–4E). The loss of GFP expression in the dAp cells, was accompanied by the loss of Eya expression. Next, we mutated all possible binding sites, conserved and non-conserved, for Kr, Pdm (POU-HD) and Grn (GATA) (Fig 4L; Materials and Methods; S3 Data and S4 Data). We integrated these mutant transgenes into the same genomic location as the wild type transgenic construct and assayed the expression of GFP expression in dAp neurons at stage AFT. We found that the enhancers mutated for Kr or Pdm displayed reduced number of dAp cells expressing GFP, when compared to the enhancer transgene in a wild type background (control) (Fig 4F–4H and 4J). The enhancer transgene mutated for Grn sites did not show a numerical loss of GFP expressing dAp cells, but did however show a significantly reduced level of expression in these cells (Fig 4I and 4K).
28414802	FBgn0000611	EXD	For analyzing the ap enhancer, we focused on the smaller apS2J-CRM-lacZ transgene, and placed this in the mutant background for Antp, lbe and col. Focusing on the Tv1 neurons, we observed significant reduction in β-gal expression in all three mutants (Antp, lbe and col), when compared to the enhancer transgene in a wild type background (control) stained on the same slide (Fig 5A–5E). As anticipated from the selective role of Antp, acting in the thorax, and lbe, in NB5-6T, the dAp neurons were only reduced in the thorax in Antp, and unaffected in lbe (Fig 5A–5D and 5F). In contrast, col mutants affected β-gal expression in both Tv1 and dAp neurons (Fig 5D–5F). Next, we mutated all conserved binding sites for Q50-Homeodomain proteins (TAAT; affecting both Antp and Lbe), Col and Exd (Fig 5M; Materials and Methods; S3 Data and S4 Data). We integrated these mutant transgenes into the same genomic location as the wild type transgenic construct and assayed the expression of β-gal expression in Tv1 and dAp neurons at stage 16. We found that all three mutated enhancers displayed reduced number of Tv1 and dAp cells expressing β-gal, when compared to the enhancer transgene in a wild type background (control) (Fig 5G–5L). We did not analyze the involvement of hth on the ap-CRM (or eya-CRM) because previous studies revealed that hth mutants could be fully rescued by re-expression of col [22]. exd mutants must be analyzed both as maternal and zygotic mutants, and we did not attempt to introduce the ap- and eya-CRM transgenes into such backgrounds.
28414802	FBgn0001235	HTH	For analyzing the ap enhancer, we focused on the smaller apS2J-CRM-lacZ transgene, and placed this in the mutant background for Antp, lbe and col. Focusing on the Tv1 neurons, we observed significant reduction in β-gal expression in all three mutants (Antp, lbe and col), when compared to the enhancer transgene in a wild type background (control) stained on the same slide (Fig 5A–5E). As anticipated from the selective role of Antp, acting in the thorax, and lbe, in NB5-6T, the dAp neurons were only reduced in the thorax in Antp, and unaffected in lbe (Fig 5A–5D and 5F). In contrast, col mutants affected β-gal expression in both Tv1 and dAp neurons (Fig 5D–5F). Next, we mutated all conserved binding sites for Q50-Homeodomain proteins (TAAT; affecting both Antp and Lbe), Col and Exd (Fig 5M; Materials and Methods; S3 Data and S4 Data). We integrated these mutant transgenes into the same genomic location as the wild type transgenic construct and assayed the expression of β-gal expression in Tv1 and dAp neurons at stage 16. We found that all three mutated enhancers displayed reduced number of Tv1 and dAp cells expressing β-gal, when compared to the enhancer transgene in a wild type background (control) (Fig 5G–5L). We did not analyze the involvement of hth on the ap-CRM (or eya-CRM) because previous studies revealed that hth mutants could be fully rescued by re-expression of col [22]. exd mutants must be analyzed both as maternal and zygotic mutants, and we did not attempt to introduce the ap- and eya-CRM transgenes into such backgrounds.
28414802	FBgn0000611	EXD	For analyzing the dimm enhancer, we placed the dimm-CRM-GFP transgene in the mutant backgrounds for Antp, ap, col and eya. We observed significant reduction of GFP expression in both Tv1 and dAp neurons in all four mutants, when compared to the enhancer transgene in a wild type background (control) stained on the same slide (S4A–S4G Fig). Next, we mutated all conserved and non-conserved binding sites for Q50-Homeodomain proteins (TAAT; affecting both Ap and Antp), Col and Exd (S5O Fig; Materials and Methods; S3 Data and S4 Data). We integrated these mutant transgenes into the same genomic location as the wild type transgenic construct and assayed the expression of GFP expression in Tv1 and dAp neurons at stage AFT. We found that enhancer mutants for Hox and Exd displayed reduced GFP expression in both Tv1 and dAp cells, when compared to the enhancer transgene in a wild type background (control) (S5H–S5N Fig). In contrast, the Col mutant enhancer showed slightly elevated expression in Tv1 neurons while expression was reduced in dAp neurons (S5J and S5L–S5N Fig).
28414802	FBgn0023091	DIMM	For analyzing the Nplp1 enhancer, we placed the Nplp1-CRM-GFP transgene in the mutant backgrounds for col, ap, eya and dimm. We observed significant reduction of GFP expression in all four mutants, when compared to the enhancer transgene in a wild type background (control) stained on the same slide (Fig 6A–6G). Next, we mutated all possible conserved and non-conserved binding sites for Q50-Homeodomain proteins (TAAT; affecting Ap), Col and Dimm (E-boxes) (Fig 6P; Materials and Methods; S3 Data and S4 Data). We integrated these mutant transgenes into the same genomic location as the wild type transgenic construct and assayed the expression of GFP expression in Tv1 and dAp neurons at stage AFT. We observed that the enhancers mutated for Hox or Dimm sites displayed reduced GFP expression in both Tv1 and dAp cells, when compared to the enhancer transgene in a wild type background (control) (Fig 6H, 6I and 6K–6O). In contrast, the enhancer mutated for Col sites did not display any effect on GFP expression (Fig 6J, 6L and 6M).
28414802	FBgn0267978	AP	Previous studies have revealed that combinatorial misexpression of the transcription factors in the Tv1/dAp cascade is able to broadly activate the genes in the FFL [6, 18, 21, 29, 30]. To determine if such combinatorial ectopic effects could act upon the identified enhancers taken out of genomic context, we misexpressed various combinatorial codes of TFs and studied the effects on the pertinent transgenes. Focusing on the apS2-CRM-lacZ and eya-CRM-GFP, we find broad activation of both transgenes when lbe and col are co-misexpressed (Fig 7A–7D). Similarly, combinatorial misexpression of ap, eya and col could ectopically activate the dimm-CRM-GFP transgene (Fig 7E and 7F). Finally, the Nplp1-CRM-GFP transgene was broadly activated by combinatorial expression of ap, dimm, eya and col (Fig 7G and 7H). In all cases, as anticipated, we observed up-regulation of the endogenous Eya, Dimm and Nplp1 proteins (Fig 7A–7H). These results demonstrate that ectopic activation of the dAp/Tv1 transcriptional program can robustly act upon the identified enhancers even outside their normal genomic context.
28414802	FBgn0011278	LBE	Previous studies have revealed that combinatorial misexpression of the transcription factors in the Tv1/dAp cascade is able to broadly activate the genes in the FFL [6, 18, 21, 29, 30]. To determine if such combinatorial ectopic effects could act upon the identified enhancers taken out of genomic context, we misexpressed various combinatorial codes of TFs and studied the effects on the pertinent transgenes. Focusing on the apS2-CRM-lacZ and eya-CRM-GFP, we find broad activation of both transgenes when lbe and col are co-misexpressed (Fig 7A–7D). Similarly, combinatorial misexpression of ap, eya and col could ectopically activate the dimm-CRM-GFP transgene (Fig 7E and 7F). Finally, the Nplp1-CRM-GFP transgene was broadly activated by combinatorial expression of ap, dimm, eya and col (Fig 7G and 7H). In all cases, as anticipated, we observed up-regulation of the endogenous Eya, Dimm and Nplp1 proteins (Fig 7A–7H). These results demonstrate that ectopic activation of the dAp/Tv1 transcriptional program can robustly act upon the identified enhancers even outside their normal genomic context.
28414802	FBgn0023091	DIMM	Previous studies have revealed that combinatorial misexpression of the transcription factors in the Tv1/dAp cascade is able to broadly activate the genes in the FFL [6, 18, 21, 29, 30]. To determine if such combinatorial ectopic effects could act upon the identified enhancers taken out of genomic context, we misexpressed various combinatorial codes of TFs and studied the effects on the pertinent transgenes. Focusing on the apS2-CRM-lacZ and eya-CRM-GFP, we find broad activation of both transgenes when lbe and col are co-misexpressed (Fig 7A–7D). Similarly, combinatorial misexpression of ap, eya and col could ectopically activate the dimm-CRM-GFP transgene (Fig 7E and 7F). Finally, the Nplp1-CRM-GFP transgene was broadly activated by combinatorial expression of ap, dimm, eya and col (Fig 7G and 7H). In all cases, as anticipated, we observed up-regulation of the endogenous Eya, Dimm and Nplp1 proteins (Fig 7A–7H). These results demonstrate that ectopic activation of the dAp/Tv1 transcriptional program can robustly act upon the identified enhancers even outside their normal genomic context.
